2026-05-27 18:47:08.506 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_78.mp3 -> 2.71s
2026-05-27 18:47:08.506 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 78 时间轴已重对齐: 506.08s -> 526.74s, 时长: 2.71s
2026-05-27 18:47:08.544 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_79.mp3 -> 2.71s
2026-05-27 18:47:08.545 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 79 时间轴已重对齐: 506.08s -> 529.46s, 时长: 2.71s
2026-05-27 18:47:08.582 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_80.mp3 -> 5.62s
2026-05-27 18:47:08.583 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 80 时间轴已重对齐: 511.44s -> 532.17s, 时长: 5.62s
2026-05-27 18:47:08.622 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_81.mp3 -> 6.48s
2026-05-27 18:47:08.622 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 81 时间轴已重对齐: 515.36s -> 537.78s, 时长: 6.48s
2026-05-27 18:47:08.660 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_82.mp3 -> 5.38s
2026-05-27 18:47:08.660 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 82 时间轴已重对齐: 520.32s -> 544.26s, 时长: 5.38s
2026-05-27 18:47:08.699 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_83.mp3 -> 7.01s
2026-05-27 18:47:08.699 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 83 时间轴已重对齐: 525.76s -> 549.64s, 时长: 7.01s
2026-05-27 18:47:08.738 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_84.mp3 -> 5.62s
2026-05-27 18:47:08.739 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 84 时间轴已重对齐: 531.36s -> 556.65s, 时长: 5.62s
2026-05-27 18:47:08.779 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_85.mp3 -> 6.02s
2026-05-27 18:47:08.779 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 85 时间轴已重对齐: 537.84s -> 562.26s, 时长: 6.02s
2026-05-27 18:47:08.818 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_86.mp3 -> 4.97s
2026-05-27 18:47:08.819 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 86 时间轴已重对齐: 547.52s -> 568.29s, 时长: 4.97s
2026-05-27 18:47:08.857 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_87.mp3 -> 4.51s
2026-05-27 18:47:08.857 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 87 时间轴已重对齐: 552.64s -> 573.26s, 时长: 4.51s
2026-05-27 18:47:08.895 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_88.mp3 -> 5.93s
2026-05-27 18:47:08.896 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 88 时间轴已重对齐: 558.72s -> 577.77s, 时长: 5.93s
2026-05-27 18:47:08.934 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_89.mp3 -> 5.50s
2026-05-27 18:47:08.934 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 89 时间轴已重对齐: 563.92s -> 583.70s, 时长: 5.50s
2026-05-27 18:47:08.973 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_90.mp3 -> 5.57s
2026-05-27 18:47:08.973 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 90 时间轴已重对齐: 570.24s -> 589.19s, 时长: 5.57s
2026-05-27 18:47:09.012 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_91.mp3 -> 5.95s
2026-05-27 18:47:09.012 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 91 时间轴已重对齐: 576.88s -> 594.76s, 时长: 5.95s
2026-05-27 18:47:09.053 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_92.mp3 -> 3.31s
2026-05-27 18:47:09.053 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 92 时间轴已重对齐: 582.72s -> 600.71s, 时长: 3.31s
2026-05-27 18:47:09.092 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_93.mp3 -> 6.26s
2026-05-27 18:47:09.093 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 93 时间轴已重对齐: 588.08s -> 604.02s, 时长: 6.26s
2026-05-27 18:47:09.134 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_94.mp3 -> 5.16s
2026-05-27 18:47:09.134 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 94 时间轴已重对齐: 598.16s -> 610.29s, 时长: 5.16s
2026-05-27 18:47:09.174 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_95.mp3 -> 4.46s
2026-05-27 18:47:09.174 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 95 时间轴已重对齐: 604.48s -> 615.45s, 时长: 4.46s
2026-05-27 18:47:09.213 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_96.mp3 -> 4.32s
2026-05-27 18:47:09.213 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 96 时间轴已重对齐: 609.04s -> 619.91s, 时长: 4.32s
2026-05-27 18:47:09.252 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_97.mp3 -> 5.74s
2026-05-27 18:47:09.252 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 97 时间轴已重对齐: 613.84s -> 624.23s, 时长: 5.74s
2026-05-27 18:47:09.290 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_98.mp3 -> 5.62s
2026-05-27 18:47:09.290 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 98 时间轴已重对齐: 619.52s -> 629.97s, 时长: 5.62s
2026-05-27 18:47:09.328 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_99.mp3 -> 4.85s
2026-05-27 18:47:09.329 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 99 时间轴已重对齐: 629.36s -> 635.58s, 时长: 4.85s
2026-05-27 18:47:09.385 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_100.mp3 -> 4.75s
2026-05-27 18:47:09.386 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 100 时间轴已重对齐: 635.36s -> 640.43s, 时长: 4.75s
2026-05-27 18:47:09.458 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_101.mp3 -> 6.58s
2026-05-27 18:47:09.459 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 101 时间轴已重对齐: 640.56s -> 645.18s, 时长: 6.58s
2026-05-27 18:47:09.527 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_102.mp3 -> 6.22s
2026-05-27 18:47:09.527 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 102 时间轴已重对齐: 645.20s -> 651.76s, 时长: 6.22s
2026-05-27 18:47:09.602 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_103.mp3 -> 5.28s
2026-05-27 18:47:09.602 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 103 时间轴已重对齐: 651.92s -> 657.98s, 时长: 5.28s
2026-05-27 18:47:09.650 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_104.mp3 -> 4.25s
2026-05-27 18:47:09.650 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 104 时间轴已重对齐: 657.84s -> 663.26s, 时长: 4.25s
2026-05-27 18:47:09.691 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_105.mp3 -> 4.90s
2026-05-27 18:47:09.691 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 105 时间轴已重对齐: 663.36s -> 667.50s, 时长: 4.90s
2026-05-27 18:47:09.730 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_106.mp3 -> 3.94s
2026-05-27 18:47:09.730 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 106 时间轴已重对齐: 671.04s -> 672.40s, 时长: 3.94s
2026-05-27 18:47:09.769 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_107.mp3 -> 3.24s
2026-05-27 18:47:09.769 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 107 时间轴已重对齐: 678.32s -> 678.32s, 时长: 3.24s
2026-05-27 18:47:09.810 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_108.mp3 -> 4.06s
2026-05-27 18:47:09.810 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 108 时间轴已重对齐: 687.20s -> 687.20s, 时长: 4.06s
2026-05-27 18:47:09.852 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_109.mp3 -> 3.46s
2026-05-27 18:47:09.852 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 109 时间轴已重对齐: 696.96s -> 696.96s, 时长: 3.46s
2026-05-27 18:47:09.892 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_110.mp3 -> 3.82s
2026-05-27 18:47:09.892 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 110 时间轴已重对齐: 704.16s -> 704.16s, 时长: 3.82s
2026-05-27 18:47:09.930 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_111.mp3 -> 4.54s
2026-05-27 18:47:09.931 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 111 时间轴已重对齐: 713.04s -> 713.04s, 时长: 4.54s
2026-05-27 18:47:09.971 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_112.mp3 -> 2.62s
2026-05-27 18:47:09.971 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 112 时间轴已重对齐: 718.64s -> 718.64s, 时长: 2.62s
2026-05-27 18:47:10.009 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_113.mp3 -> 4.63s
2026-05-27 18:47:10.010 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 113 时间轴已重对齐: 727.52s -> 727.52s, 时长: 4.63s
2026-05-27 18:47:10.049 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_114.mp3 -> 5.28s
2026-05-27 18:47:10.049 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 114 时间轴已重对齐: 736.00s -> 736.00s, 时长: 5.28s
2026-05-27 18:47:10.089 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_115.mp3 -> 9.89s
2026-05-27 18:47:10.089 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 115 时间轴已重对齐: 745.76s -> 745.76s, 时长: 9.89s
2026-05-27 18:47:10.129 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_116.mp3 -> 4.54s
2026-05-27 18:47:10.129 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 116 时间轴已重对齐: 752.00s -> 755.65s, 时长: 4.54s
2026-05-27 18:47:10.168 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_117.mp3 -> 4.97s
2026-05-27 18:47:10.169 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 117 时间轴已重对齐: 758.96s -> 760.18s, 时长: 4.97s
2026-05-27 18:47:10.207 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_118.mp3 -> 5.62s
2026-05-27 18:47:10.208 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 118 时间轴已重对齐: 771.84s -> 771.84s, 时长: 5.62s
2026-05-27 18:47:10.246 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_119.mp3 -> 3.91s
2026-05-27 18:47:10.246 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 119 时间轴已重对齐: 779.68s -> 779.68s, 时长: 3.91s
2026-05-27 18:47:10.285 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_120.mp3 -> 3.62s
2026-05-27 18:47:10.285 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 120 时间轴已重对齐: 787.92s -> 787.92s, 时长: 3.62s
2026-05-27 18:47:10.324 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_121.mp3 -> 5.06s
2026-05-27 18:47:10.324 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 121 时间轴已重对齐: 787.92s -> 791.54s, 时长: 5.06s
2026-05-27 18:47:10.364 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_122.mp3 -> 2.23s
2026-05-27 18:47:10.364 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 122 时间轴已重对齐: 787.92s -> 796.61s, 时长: 2.23s
2026-05-27 18:47:10.404 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_123.mp3 -> 6.62s
2026-05-27 18:47:10.404 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 123 时间轴已重对齐: 796.40s -> 798.84s, 时长: 6.62s
2026-05-27 18:47:10.445 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_124.mp3 -> 4.97s
2026-05-27 18:47:10.445 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 124 时间轴已重对齐: 807.84s -> 807.84s, 时长: 4.97s
2026-05-27 18:47:10.488 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_125.mp3 -> 3.31s
2026-05-27 18:47:10.488 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 125 时间轴已重对齐: 817.12s -> 817.12s, 时长: 3.31s
2026-05-27 18:47:10.532 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_126.mp3 -> 3.50s
2026-05-27 18:47:10.532 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 126 时间轴已重对齐: 829.68s -> 829.68s, 时长: 3.50s
2026-05-27 18:47:10.573 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_127.mp3 -> 5.02s
2026-05-27 18:47:10.573 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 127 时间轴已重对齐: 835.92s -> 835.92s, 时长: 5.02s
2026-05-27 18:47:10.614 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_128.mp3 -> 4.06s
2026-05-27 18:47:10.614 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 128 时间轴已重对齐: 842.00s -> 842.00s, 时长: 4.06s
2026-05-27 18:47:10.657 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_129.mp3 -> 5.21s
2026-05-27 18:47:10.657 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 129 时间轴已重对齐: 849.04s -> 849.04s, 时长: 5.21s
2026-05-27 18:47:10.697 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_130.mp3 -> 3.38s
2026-05-27 18:47:10.698 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 130 时间轴已重对齐: 858.80s -> 858.80s, 时长: 3.38s
2026-05-27 18:47:10.739 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_131.mp3 -> 4.30s
2026-05-27 18:47:10.739 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 131 时间轴已重对齐: 876.08s -> 876.08s, 时长: 4.30s
2026-05-27 18:47:10.784 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_132.mp3 -> 3.86s
2026-05-27 18:47:10.784 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 132 时间轴已重对齐: 887.28s -> 887.28s, 时长: 3.86s
2026-05-27 18:47:10.829 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_133.mp3 -> 3.31s
2026-05-27 18:47:10.829 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 133 时间轴已重对齐: 894.08s -> 894.08s, 时长: 3.31s
2026-05-27 18:47:10.871 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_134.mp3 -> 4.01s
2026-05-27 18:47:10.871 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 134 时间轴已重对齐: 902.96s -> 902.96s, 时长: 4.01s
2026-05-27 18:47:10.912 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_138.mp3 -> 5.33s
2026-05-27 18:47:10.912 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 135 时间轴已重对齐: 902.96s -> 906.97s, 时长: 5.33s
2026-05-27 18:47:10.954 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_135.mp3 -> 4.08s
2026-05-27 18:47:10.954 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 136 时间轴已重对齐: 912.96s -> 912.96s, 时长: 4.08s
2026-05-27 18:47:10.995 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_139.mp3 -> 6.53s
2026-05-27 18:47:10.995 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 137 时间轴已重对齐: 912.96s -> 917.04s, 时长: 6.53s
2026-05-27 18:47:11.035 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_136.mp3 -> 4.49s
2026-05-27 18:47:11.035 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 138 时间轴已重对齐: 923.28s -> 923.57s, 时长: 4.49s
2026-05-27 18:47:11.077 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_140.mp3 -> 3.17s
2026-05-27 18:47:11.077 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 139 时间轴已重对齐: 923.28s -> 928.06s, 时长: 3.17s
2026-05-27 18:47:11.120 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_137.mp3 -> 6.00s
2026-05-27 18:47:11.121 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 140 时间轴已重对齐: 928.24s -> 931.22s, 时长: 6.00s
2026-05-27 18:47:11.163 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_141.mp3 -> 4.56s
2026-05-27 18:47:11.164 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 141 时间轴已重对齐: 928.24s -> 937.22s, 时长: 4.56s
2026-05-27 18:47:11.205 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_142.mp3 -> 4.42s
2026-05-27 18:47:11.206 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 142 时间轴已重对齐: 928.24s -> 941.78s, 时长: 4.42s
2026-05-27 18:47:11.246 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_143.mp3 -> 5.26s
2026-05-27 18:47:11.246 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 143 时间轴已重对齐: 935.44s -> 946.20s, 时长: 5.26s
2026-05-27 18:47:11.289 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_144.mp3 -> 2.38s
2026-05-27 18:47:11.290 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 144 时间轴已重对齐: 942.40s -> 951.46s, 时长: 2.38s
2026-05-27 18:47:11.329 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_145.mp3 -> 3.05s
2026-05-27 18:47:11.330 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 145 时间轴已重对齐: 942.40s -> 953.83s, 时长: 3.05s
2026-05-27 18:47:11.371 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_146.mp3 -> 2.28s
2026-05-27 18:47:11.372 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 146 时间轴已重对齐: 952.08s -> 956.88s, 时长: 2.28s
2026-05-27 18:47:11.413 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_147.mp3 -> 4.51s
2026-05-27 18:47:11.414 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 147 时间轴已重对齐: 952.08s -> 959.16s, 时长: 4.51s
2026-05-27 18:47:11.455 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_148.mp3 -> 3.22s
2026-05-27 18:47:11.455 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 148 时间轴已重对齐: 959.60s -> 963.67s, 时长: 3.22s
2026-05-27 18:47:11.501 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_149.mp3 -> 3.62s
2026-05-27 18:47:11.501 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 149 时间轴已重对齐: 959.60s -> 966.89s, 时长: 3.62s
2026-05-27 18:47:11.548 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_150.mp3 -> 3.48s
2026-05-27 18:47:11.549 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 150 时间轴已重对齐: 965.92s -> 970.51s, 时长: 3.48s
2026-05-27 18:47:11.589 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_151.mp3 -> 2.98s
2026-05-27 18:47:11.590 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 151 时间轴已重对齐: 974.16s -> 974.16s, 时长: 2.98s
2026-05-27 18:47:11.630 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_152.mp3 -> 3.12s
2026-05-27 18:47:11.630 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 152 时间轴已重对齐: 974.16s -> 977.14s, 时长: 3.12s
2026-05-27 18:47:11.672 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_153.mp3 -> 5.06s
2026-05-27 18:47:11.672 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 153 时间轴已重对齐: 980.00s -> 980.26s, 时长: 5.06s
2026-05-27 18:47:11.713 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_154.mp3 -> 2.26s
2026-05-27 18:47:11.713 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 154 时间轴已重对齐: 986.32s -> 986.32s, 时长: 2.26s
2026-05-27 18:47:11.754 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_155.mp3 -> 3.17s
2026-05-27 18:47:11.754 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 155 时间轴已重对齐: 993.68s -> 993.68s, 时长: 3.17s
2026-05-27 18:47:11.797 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_156.mp3 -> 4.27s
2026-05-27 18:47:11.797 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 156 时间轴已重对齐: 993.68s -> 996.85s, 时长: 4.27s
2026-05-27 18:47:11.838 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_157.mp3 -> 3.07s
2026-05-27 18:47:11.839 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 157 时间轴已重对齐: 1000.96s -> 1001.12s, 时长: 3.07s
2026-05-27 18:47:11.899 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_158.mp3 -> 3.31s
2026-05-27 18:47:11.899 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 158 时间轴已重对齐: 1008.40s -> 1008.40s, 时长: 3.31s
2026-05-27 18:47:11.941 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_159.mp3 -> 5.74s
2026-05-27 18:47:11.942 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 159 时间轴已重对齐: 1013.20s -> 1013.20s, 时长: 5.74s
2026-05-27 18:47:11.985 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_160.mp3 -> 4.08s
2026-05-27 18:47:11.986 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 160 时间轴已重对齐: 1019.84s -> 1019.84s, 时长: 4.08s
2026-05-27 18:47:12.027 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_161.mp3 -> 3.43s
2026-05-27 18:47:12.027 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 161 时间轴已重对齐: 1019.84s -> 1023.92s, 时长: 3.43s
2026-05-27 18:47:12.070 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_162.mp3 -> 3.72s
2026-05-27 18:47:12.070 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 162 时间轴已重对齐: 1026.16s -> 1027.35s, 时长: 3.72s
2026-05-27 18:47:12.111 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_163.mp3 -> 3.07s
2026-05-27 18:47:12.112 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 163 时间轴已重对齐: 1032.96s -> 1032.96s, 时长: 3.07s
2026-05-27 18:47:12.157 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_164.mp3 -> 4.18s
2026-05-27 18:47:12.157 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 164 时间轴已重对齐: 1032.96s -> 1036.03s, 时长: 4.18s
2026-05-27 18:47:12.203 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_165.mp3 -> 4.44s
2026-05-27 18:47:12.203 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 165 时间轴已重对齐: 1040.40s -> 1040.40s, 时长: 4.44s
2026-05-27 18:47:12.245 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_166.mp3 -> 3.62s
2026-05-27 18:47:12.245 | DEBUG    | modules.tts.tts_pipeline:generate_tts:247 - 片段 166 时间轴已重对齐: 1047.84s -> 1047.84s, 时长: 3.62s
2026-05-27 18:47:12.287 | INFO     | modules.tts.tts_pipeline:get_media_duration:58 - 媒体文件时长: temp_167.mp3 -> 3.38s
